Kalmia
Solanum
Solanum
Solanum
Solidago
Solidago
Solidago
Sonchus
Sonchus
Spatha
Spatha
Spatha
Spatha
Spatha
Spatha
Spatha
Spatha
Spatha
Spatha
Spergula
Sphagnum
Spinacia
Spiraea
Spiraea
Spongia
Stachys
Stapelia
Staphylea
Stramonium
Stramonium
Strictus
Strophostyles
Subtus
Succulenta
Symphitum
Syngenesia
Syngenesia
Syngenesia
Syngenesia
Syringa
Syringa
Syringa
Syringa
Sysirinchium
Tagetes
Tagetes
Tanacetum
Teucrium
Teucrium
Teucrium
Teucrium
Thalictrum
Theodosius
Theodosius
Thesium
Thlaspi
Thlaspi
Thlaspi
Thuja
Tiberius
Tillandsia
Toluifera
Tradescantia
Tradescantia
Tradescantia
Tragopogon
Tragopogon
Trichostema
Trientalis
Trientalis
Trientalis
Trifolium
Trifolium
Trifolium
Trifolium
Trigynia
Trigynia
Trigynia
Trigynia
Trigynia
Trigynia
Trigynia
Trigynia
Trigynia
Trigynia
Trigynia
Trigynia
Trigynia
Triticum
Tropoeolum
Tuberosa
Tulipa
Tulipa
Tussilago
Typha
Typha
Ulex
Ulva
Ulva
Uraspermum
Urceola
Uredo
Urtica
Urtica
Urtica
Usnea
Usnea
Usnea
Uvularia
Uvularia
Uvularia
Vaccinium
Vaccinium
Valeriana
Verbascum
Verbascum
Verbascum
Verbascum
Verbena
Verbena
Vesuvius
Viola
Viola
Viscum
Viscum
Vitellus
Vitellus
Vitis
Volva
Volva
Volva
Xylosteum
Xylosteum
Xylosteum
Xylosteum
Xyris
Zanthorhiza
Zanthoriza
Zanthoxylum
Zea
